subject_id,fold,metric,model,value,cases_aggregated
sub-verse022,4,missing_label_count,d129,0.0,1
sub-verse022,4,missing_label_count,d175,0.0,1
sub-verse023,0,common_matched_assd_mm,d129,5.076750170377165,1
sub-verse023,0,common_matched_assd_mm,d175,3.5867618085831814,1
sub-verse023,0,common_matched_hd95_mm,d129,17.41138744030033,1
sub-verse023,0,common_matched_hd95_mm,d175,14.168878987162548,1
sub-verse023,0,complete_label_set_indicator,d129,0.0,1
sub-verse023,0,complete_label_set_indicator,d175,0.0,1
sub-verse023,0,foreground_dice,d129,0.962753,1
sub-verse023,0,foreground_dice,d175,0.95149,1
sub-verse023,0,identification_rate,d129,0.5,1
sub-verse023,0,identification_rate,d175,0.625,1
sub-verse023,0,label_set_jaccard,d129,0.7,1
sub-verse023,0,label_set_jaccard,d175,0.7,1
sub-verse023,0,macro_label_dice,d129,0.5592257630857456,1
sub-verse023,0,macro_label_dice,d175,0.6242343808830573,1
sub-verse023,0,missing_label_count,d129,1.0,1
sub-verse023,0,missing_label_count,d175,1.0,1
sub-verse023,1,common_matched_assd_mm,d129,6.200054562896666,1
sub-verse023,1,common_matched_assd_mm,d175,5.661694832838258,1
sub-verse023,1,common_matched_hd95_mm,d129,17.952860371660186,1
sub-verse023,1,common_matched_hd95_mm,d175,17.44980375929673,1
sub-verse023,1,complete_label_set_indicator,d129,0.0,1
sub-verse023,1,complete_label_set_indicator,d175,0.0,1
sub-verse023,1,foreground_dice,d129,0.950791,1
sub-verse023,1,foreground_dice,d175,0.95566,1
sub-verse023,1,identification_rate,d129,0.5,1
sub-verse023,1,identification_rate,d175,0.5,1
sub-verse023,1,label_set_jaccard,d129,0.7,1
sub-verse023,1,label_set_jaccard,d175,0.7,1
sub-verse023,1,macro_label_dice,d129,0.47381480412451643,1
sub-verse023,1,macro_label_dice,d175,0.5340446033222642,1
sub-verse023,1,missing_label_count,d129,1.0,1
sub-verse023,1,missing_label_count,d175,1.0,1
sub-verse023,2,common_matched_assd_mm,d129,5.261313548257897,1
sub-verse023,2,common_matched_assd_mm,d175,4.302620067037315,1
sub-verse023,2,common_matched_hd95_mm,d129,17.58493573509656,1
sub-verse023,2,common_matched_hd95_mm,d175,17.450455879387075,1
sub-verse023,2,complete_label_set_indicator,d129,0.0,1
sub-verse023,2,complete_label_set_indicator,d175,0.0,1
sub-verse023,2,foreground_dice,d129,0.951838,1
sub-verse023,2,foreground_dice,d175,0.95458,1
sub-verse023,2,identification_rate,d129,0.5,1
sub-verse023,2,identification_rate,d175,0.625,1
sub-verse023,2,label_set_jaccard,d129,0.7,1
sub-verse023,2,label_set_jaccard,d175,0.7,1
sub-verse023,2,macro_label_dice,d129,0.5440696629487353,1
sub-verse023,2,macro_label_dice,d175,0.5852431613354431,1
sub-verse023,2,missing_label_count,d129,1.0,1
sub-verse023,2,missing_label_count,d175,1.0,1
sub-verse023,3,common_matched_assd_mm,d129,4.689646963055781,1
sub-verse023,3,common_matched_assd_mm,d175,1.9347601367634557,1
sub-verse023,3,common_matched_hd95_mm,d129,17.544415814444886,1
sub-verse023,3,common_matched_hd95_mm,d175,11.471300201687322,1
sub-verse023,3,complete_label_set_indicator,d129,0.0,1
sub-verse023,3,complete_label_set_indicator,d175,0.0,1
sub-verse023,3,foreground_dice,d129,0.954606,1
sub-verse023,3,foreground_dice,d175,0.953473,1
sub-verse023,3,identification_rate,d129,0.625,1
sub-verse023,3,identification_rate,d175,0.75,1
sub-verse023,3,label_set_jaccard,d129,0.7,1
sub-verse023,3,label_set_jaccard,d175,0.8,1
sub-verse023,3,macro_label_dice,d129,0.5689705409434995,1
sub-verse023,3,macro_label_dice,d175,0.7570306680310669,1
sub-verse023,3,missing_label_count,d129,1.0,1
sub-verse023,3,missing_label_count,d175,0.0,1
sub-verse023,4,common_matched_assd_mm,d129,7.094476485372823,1
sub-verse023,4,common_matched_assd_mm,d175,5.51638212900888,1
sub-verse023,4,common_matched_hd95_mm,d129,21.65983852818158,1
sub-verse023,4,common_matched_hd95_mm,d175,17.77399334919278,1
sub-verse023,4,complete_label_set_indicator,d129,0.0,1
sub-verse023,4,complete_label_set_indicator,d175,0.0,1
sub-verse023,4,foreground_dice,d129,0.956529,1
sub-verse023,4,foreground_dice,d175,0.954585,1
sub-verse023,4,identification_rate,d129,0.5,1
sub-verse023,4,identification_rate,d175,0.5,1
sub-verse023,4,label_set_jaccard,d129,0.7,1
sub-verse023,4,label_set_jaccard,d175,0.7,1
sub-verse023,4,macro_label_dice,d129,0.46593310891512624,1
sub-verse023,4,macro_label_dice,d175,0.5464240288822368,1
sub-verse023,4,missing_label_count,d129,1.0,1
sub-verse023,4,missing_label_count,d175,1.0,1
sub-verse024,0,common_matched_assd_mm,d129,2.2893882148285387,1
sub-verse024,0,common_matched_assd_mm,d175,3.7009454692377752,1
sub-verse024,0,common_matched_hd95_mm,d129,7.258265147651315,1
sub-verse024,0,common_matched_hd95_mm,d175,9.217697962883681,1
sub-verse024,0,complete_label_set_indicator,d129,0.0,1
sub-verse024,0,complete_label_set_indicator,d175,0.0,1
sub-verse024,0,foreground_dice,d129,0.957106,1
sub-verse024,0,foreground_dice,d175,0.956395,1
sub-verse024,0,identification_rate,d129,0.9,1
sub-verse024,0,identification_rate,d175,0.6,1
sub-verse024,0,label_set_jaccard,d129,0.8333333333333334,1
sub-verse024,0,label_set_jaccard,d175,0.8333333333333334,1
sub-verse024,0,macro_label_dice,d129,0.7637655884025484,1
sub-verse024,0,macro_label_dice,d175,0.6264860839618712,1
sub-verse024,0,missing_label_count,d129,0.0,1
sub-verse024,0,missing_label_count,d175,0.0,1
sub-verse024,1,common_matched_assd_mm,d129,1.7261340839719281,1
sub-verse024,1,common_matched_assd_mm,d175,1.9875695247954237,1
sub-verse024,1,common_matched_hd95_mm,d129,8.302409851930705,1
sub-verse024,1,common_matched_hd95_mm,d175,8.235540941532339,1
sub-verse024,1,complete_label_set_indicator,d129,0.0,1
sub-verse024,1,complete_label_set_indicator,d175,0.0,1
sub-verse024,1,foreground_dice,d129,0.95446,1
sub-verse024,1,foreground_dice,d175,0.956507,1
sub-verse024,1,identification_rate,d129,0.9,1
sub-verse024,1,identification_rate,d175,0.8,1
sub-verse024,1,label_set_jaccard,d129,0.8333333333333334,1
sub-verse024,1,label_set_jaccard,d175,0.8333333333333334,1
sub-verse024,1,macro_label_dice,d129,0.8113551033245351,1
sub-verse024,1,macro_label_dice,d175,0.7730514211641478,1
sub-verse024,1,missing_label_count,d129,0.0,1
sub-verse024,1,missing_label_count,d175,0.0,1
sub-verse024,2,common_matched_assd_mm,d129,1.9235838270887524,1
sub-verse024,2,common_matched_assd_mm,d175,2.9250587317978285,1
sub-verse024,2,common_matched_hd95_mm,d129,7.227216708440876,1
sub-verse024,2,common_matched_hd95_mm,d175,10.13913014830524,1
sub-verse024,2,complete_label_set_indicator,d129,0.0,1
sub-verse024,2,complete_label_set_indicator,d175,0.0,1
sub-verse024,2,foreground_dice,d129,0.957669,1
sub-verse024,2,foreground_dice,d175,0.958136,1
sub-verse024,2,identification_rate,d129,0.6,1
sub-verse024,2,identification_rate,d175,0.6,1
sub-verse024,2,label_set_jaccard,d129,0.8333333333333334,1
sub-verse024,2,label_set_jaccard,d175,0.8333333333333334,1
sub-verse024,2,macro_label_dice,d129,0.7625501121093364,1
sub-verse024,2,macro_label_dice,d175,0.6771204956650647,1
sub-verse024,2,missing_label_count,d129,0.0,1
sub-verse024,2,missing_label_count,d175,0.0,1
sub-verse024,3,common_matched_assd_mm,d129,1.8192379764524056,1
sub-verse024,3,common_matched_assd_mm,d175,4.459322867184465,1
sub-verse024,3,common_matched_hd95_mm,d129,9.598197424069623,1
sub-verse024,3,common_matched_hd95_mm,d175,12.357273159469784,1
sub-verse024,3,complete_label_set_indicator,d129,0.0,1
sub-verse024,3,complete_label_set_indicator,d175,0.0,1
sub-verse024,3,foreground_dice,d129,0.956638,1
sub-verse024,3,foreground_dice,d175,0.955764,1
sub-verse024,3,identification_rate,d129,0.8,1
sub-verse024,3,identification_rate,d175,0.6,1
sub-verse024,3,label_set_jaccard,d129,0.8333333333333334,1
sub-verse024,3,label_set_jaccard,d175,0.8333333333333334,1
sub-verse024,3,macro_label_dice,d129,0.7683278319461094,1
sub-verse024,3,macro_label_dice,d175,0.5989953920863089,1
sub-verse024,3,missing_label_count,d129,0.0,1
sub-verse024,3,missing_label_count,d175,0.0,1
sub-verse024,4,common_matched_assd_mm,d129,0.917541447702377,1
sub-verse024,4,common_matched_assd_mm,d175,2.8672697250949253,1
sub-verse024,4,common_matched_hd95_mm,d129,5.475487255505702,1
sub-verse024,4,common_matched_hd95_mm,d175,8.72358652258026,1
sub-verse024,4,complete_label_set_indicator,d129,0.0,1
sub-verse024,4,complete_label_set_indicator,d175,0.0,1
sub-verse024,4,foreground_dice,d129,0.956155,1
sub-verse024,4,foreground_dice,d175,0.956099,1
sub-verse024,4,identification_rate,d129,0.9,1
sub-verse024,4,identification_rate,d175,0.6,1
sub-verse024,4,label_set_jaccard,d129,0.8333333333333334,1
sub-verse024,4,label_set_jaccard,d175,0.7142857142857143,1
sub-verse024,4,macro_label_dice,d129,0.8958031793550966,1
sub-verse024,4,macro_label_dice,d175,0.6909237856566678,1
sub-verse024,4,missing_label_count,d129,0.0,1
sub-verse024,4,missing_label_count,d175,0.0,1
sub-verse026,0,common_matched_assd_mm,d129,0.4694396039209842,1
sub-verse026,0,common_matched_assd_mm,d175,0.2719098680284252,1
sub-verse026,0,common_matched_hd95_mm,d129,2.8609064085604983,1
sub-verse026,0,common_matched_hd95_mm,d175,1.2839186932379691,1
sub-verse026,0,complete_label_set_indicator,d129,0.0,1
sub-verse026,0,complete_label_set_indicator,d175,0.0,1
sub-verse026,0,foreground_dice,d129,0.952579,1
sub-verse026,0,foreground_dice,d175,0.95362,1
sub-verse026,0,identification_rate,d129,1.0,1
sub-verse026,0,identification_rate,d175,0.909091,1
sub-verse026,0,label_set_jaccard,d129,0.8461538461538461,1
sub-verse026,0,label_set_jaccard,d175,0.8461538461538461,1
sub-verse026,0,macro_label_dice,d129,0.9393076303846525,1
sub-verse026,0,macro_label_dice,d175,0.9547588662109644,1
sub-verse026,0,missing_label_count,d129,0.0,1
sub-verse026,0,missing_label_count,d175,0.0,1
sub-verse026,1,common_matched_assd_mm,d129,0.24111643817418021,1
sub-verse026,1,common_matched_assd_mm,d175,0.40785639123497436,1
sub-verse026,1,common_matched_hd95_mm,d129,1.2482580320662267,1
sub-verse026,1,common_matched_hd95_mm,d175,2.474371664254583,1
sub-verse026,1,complete_label_set_indicator,d129,0.0,1
sub-verse026,1,complete_label_set_indicator,d175,0.0,1
sub-verse026,1,foreground_dice,d129,0.956004,1
sub-verse026,1,foreground_dice,d175,0.956609,1
sub-verse026,1,identification_rate,d129,1.0,1
sub-verse026,1,identification_rate,d175,1.0,1
sub-verse026,1,label_set_jaccard,d129,0.8461538461538461,1
sub-verse026,1,label_set_jaccard,d175,0.8461538461538461,1
sub-verse026,1,macro_label_dice,d129,0.9588493548246487,1
sub-verse026,1,macro_label_dice,d175,0.9322151871999247,1
sub-verse026,1,missing_label_count,d129,0.0,1
sub-verse026,1,missing_label_count,d175,0.0,1
sub-verse026,2,common_matched_assd_mm,d129,0.30522342280044784,1
sub-verse026,2,common_matched_assd_mm,d175,0.5318433551398718,1
sub-verse026,2,common_matched_hd95_mm,d129,1.2409346854429897,1
sub-verse026,2,common_matched_hd95_mm,d175,2.733084875401005,1
sub-verse026,2,complete_label_set_indicator,d129,0.0,1
sub-verse026,2,complete_label_set_indicator,d175,0.0,1
sub-verse026,2,foreground_dice,d129,0.955364,1
sub-verse026,2,foreground_dice,d175,0.955211,1
sub-verse026,2,identification_rate,d129,1.0,1
sub-verse026,2,identification_rate,d175,1.0,1
sub-verse026,2,label_set_jaccard,d129,0.8461538461538461,1
sub-verse026,2,label_set_jaccard,d175,0.7333333333333333,1
sub-verse026,2,macro_label_dice,d129,0.9544228043219398,1
sub-verse026,2,macro_label_dice,d175,0.9425094565987713,1
sub-verse026,2,missing_label_count,d129,0.0,1
sub-verse026,2,missing_label_count,d175,0.0,1
sub-verse026,3,common_matched_assd_mm,d129,0.7349363837945404,1
sub-verse026,3,common_matched_assd_mm,d175,0.6243187811564175,1
sub-verse026,3,common_matched_hd95_mm,d129,4.995011892296987,1
sub-verse026,3,common_matched_hd95_mm,d175,3.836509372352131,1
sub-verse026,3,complete_label_set_indicator,d129,0.0,1
sub-verse026,3,complete_label_set_indicator,d175,0.0,1
sub-verse026,3,foreground_dice,d129,0.955559,1
sub-verse026,3,foreground_dice,d175,0.954657,1
sub-verse026,3,identification_rate,d129,1.0,1
sub-verse026,3,identification_rate,d175,1.0,1
sub-verse026,3,label_set_jaccard,d129,0.8461538461538461,1
sub-verse026,3,label_set_jaccard,d175,0.8461538461538461,1
sub-verse026,3,macro_label_dice,d129,0.9168075751878952,1
sub-verse026,3,macro_label_dice,d175,0.9225908677396233,1
sub-verse026,3,missing_label_count,d129,0.0,1
sub-verse026,3,missing_label_count,d175,0.0,1
sub-verse026,4,common_matched_assd_mm,d129,0.2735504015624866,1
sub-verse026,4,common_matched_assd_mm,d175,0.7009619768051824,1
sub-verse026,4,common_matched_hd95_mm,d129,1.571771757442807,1
sub-verse026,4,common_matched_hd95_mm,d175,4.333228271796629,1
sub-verse026,4,complete_label_set_indicator,d129,0.0,1
sub-verse026,4,complete_label_set_indicator,d175,0.0,1
sub-verse026,4,foreground_dice,d129,0.951679,1
sub-verse026,4,foreground_dice,d175,0.954499,1
sub-verse026,4,identification_rate,d129,0.909091,1
sub-verse026,4,identification_rate,d175,1.0,1
sub-verse026,4,label_set_jaccard,d129,0.8461538461538461,1
sub-verse026,4,label_set_jaccard,d175,0.8461538461538461,1
sub-verse026,4,macro_label_dice,d129,0.9521700924339307,1
sub-verse026,4,macro_label_dice,d175,0.9248074341009478,1
sub-verse026,4,missing_label_count,d129,0.0,1
sub-verse026,4,missing_label_count,d175,0.0,1
sub-verse030,0,common_matched_assd_mm,d129,0.11479113740018243,1
sub-verse030,0,common_matched_assd_mm,d175,0.11588616357902351,1
sub-verse030,0,common_matched_hd95_mm,d129,1.0,1
sub-verse030,0,common_matched_hd95_mm,d175,1.0,1
sub-verse030,0,complete_label_set_indicator,d129,0.0,1
sub-verse030,0,complete_label_set_indicator,d175,0.0,1
sub-verse030,0,foreground_dice,d129,0.962222,1
sub-verse030,0,foreground_dice,d175,0.94542,1
sub-verse030,0,identification_rate,d129,1.0,1
sub-verse030,0,identification_rate,d175,1.0,1
sub-verse030,0,label_set_jaccard,d129,0.8333333333333334,1
sub-verse030,0,label_set_jaccard,d175,0.7142857142857143,1
sub-verse030,0,macro_label_dice,d129,0.9716311630514349,1
sub-verse030,0,macro_label_dice,d175,0.9717168809225114,1
sub-verse030,0,missing_label_count,d129,0.0,1
sub-verse030,0,missing_label_count,d175,0.0,1
sub-verse030,1,common_matched_assd_mm,d129,0.11842449011703286,1
sub-verse030,1,common_matched_assd_mm,d175,0.11469756370962411,1
sub-verse030,1,common_matched_hd95_mm,d129,1.0,1
sub-verse030,1,common_matched_hd95_mm,d175,1.0,1
sub-verse030,1,complete_label_set_indicator,d129,0.0,1
sub-verse030,1,complete_label_set_indicator,d175,0.0,1
sub-verse030,1,foreground_dice,d129,0.969742,1
sub-verse030,1,foreground_dice,d175,0.932477,1
sub-verse030,1,identification_rate,d129,1.0,1
sub-verse030,1,identification_rate,d175,1.0,1
sub-verse030,1,label_set_jaccard,d129,0.7142857142857143,1
sub-verse030,1,label_set_jaccard,d175,0.7142857142857143,1
sub-verse030,1,macro_label_dice,d129,0.9711197278309187,1
sub-verse030,1,macro_label_dice,d175,0.9719503585141419,1
sub-verse030,1,missing_label_count,d129,0.0,1
sub-verse030,1,missing_label_count,d175,0.0,1
sub-verse030,2,common_matched_assd_mm,d129,0.12509950115378407,1
sub-verse030,2,common_matched_assd_mm,d175,0.12538100087640047,1
sub-verse030,2,common_matched_hd95_mm,d129,1.0,1
sub-verse030,2,common_matched_hd95_mm,d175,1.0,1
sub-verse030,2,complete_label_set_indicator,d129,0.0,1
sub-verse030,2,complete_label_set_indicator,d175,0.0,1
sub-verse030,2,foreground_dice,d129,0.956598,1
sub-verse030,2,foreground_dice,d175,0.918352,1
sub-verse030,2,identification_rate,d129,1.0,1
sub-verse030,2,identification_rate,d175,1.0,1
sub-verse030,2,label_set_jaccard,d129,0.7142857142857143,1
sub-verse030,2,label_set_jaccard,d175,0.7142857142857143,1
sub-verse030,2,macro_label_dice,d129,0.9698674123260214,1
sub-verse030,2,macro_label_dice,d175,0.9701074592399488,1
sub-verse030,2,missing_label_count,d129,0.0,1
sub-verse030,2,missing_label_count,d175,0.0,1
sub-verse030,3,common_matched_assd_mm,d129,0.11577772108324495,1
sub-verse030,3,common_matched_assd_mm,d175,0.1166111436965919,1
sub-verse030,3,common_matched_hd95_mm,d129,1.0,1
sub-verse030,3,common_matched_hd95_mm,d175,1.0,1
sub-verse030,3,complete_label_set_indicator,d129,0.0,1
sub-verse030,3,complete_label_set_indicator,d175,0.0,1
sub-verse030,3,foreground_dice,d129,0.959851,1
sub-verse030,3,foreground_dice,d175,0.923087,1
sub-verse030,3,identification_rate,d129,1.0,1
sub-verse030,3,identification_rate,d175,1.0,1
sub-verse030,3,label_set_jaccard,d129,0.7142857142857143,1
sub-verse030,3,label_set_jaccard,d175,0.7142857142857143,1
sub-verse030,3,macro_label_dice,d129,0.9716128241954045,1
sub-verse030,3,macro_label_dice,d175,0.9714968938997874,1
sub-verse030,3,missing_label_count,d129,0.0,1
sub-verse030,3,missing_label_count,d175,0.0,1
sub-verse030,4,common_matched_assd_mm,d129,0.11548830236530779,1
sub-verse030,4,common_matched_assd_mm,d175,0.11455074830449259,1
sub-verse030,4,common_matched_hd95_mm,d129,1.0,1
sub-verse030,4,common_matched_hd95_mm,d175,1.0,1
sub-verse030,4,complete_label_set_indicator,d129,0.0,1
sub-verse030,4,complete_label_set_indicator,d175,0.0,1
sub-verse030,4,foreground_dice,d129,0.962904,1
sub-verse030,4,foreground_dice,d175,0.928544,1
sub-verse030,4,identification_rate,d129,1.0,1
sub-verse030,4,identification_rate,d175,1.0,1
sub-verse030,4,label_set_jaccard,d129,0.7142857142857143,1
sub-verse030,4,label_set_jaccard,d175,0.7142857142857143,1
sub-verse030,4,macro_label_dice,d129,0.9717934104518537,1
sub-verse030,4,macro_label_dice,d175,0.9722561707212029,1
sub-verse030,4,missing_label_count,d129,0.0,1
sub-verse030,4,missing_label_count,d175,0.0,1
sub-verse041,0,common_matched_assd_mm,d129,0.37173611564498565,1
sub-verse041,0,common_matched_assd_mm,d175,2.67533507408399,1
sub-verse041,0,common_matched_hd95_mm,d129,2.2202137246026985,1
sub-verse041,0,common_matched_hd95_mm,d175,3.63876573716153,1
sub-verse041,0,complete_label_set_indicator,d129,0.0,1
sub-verse041,0,complete_label_set_indicator,d175,0.0,1
sub-verse041,0,foreground_dice,d129,0.952371,1
sub-verse041,0,foreground_dice,d175,0.944829,1
sub-verse041,0,identification_rate,d129,1.0,1
sub-verse041,0,identification_rate,d175,1.0,1
sub-verse041,0,label_set_jaccard,d129,0.9,1
sub-verse041,0,label_set_jaccard,d175,0.9,1
sub-verse041,0,macro_label_dice,d129,0.932498875936511,1
sub-verse041,0,macro_label_dice,d175,0.9286178672913977,1
sub-verse041,0,missing_label_count,d129,0.0,1
sub-verse041,0,missing_label_count,d175,0.0,1
sub-verse041,1,common_matched_assd_mm,d129,1.2802651994437728,1
sub-verse041,1,common_matched_assd_mm,d175,0.7242649249475482,1
sub-verse041,1,common_matched_hd95_mm,d129,2.744510998215298,1
sub-verse041,1,common_matched_hd95_mm,d175,3.249691429011039,1
sub-verse041,1,complete_label_set_indicator,d129,0.0,1
sub-verse041,1,complete_label_set_indicator,d175,0.0,1
sub-verse041,1,foreground_dice,d129,0.95023,1
sub-verse041,1,foreground_dice,d175,0.948275,1
sub-verse041,1,identification_rate,d129,1.0,1
sub-verse041,1,identification_rate,d175,1.0,1
sub-verse041,1,label_set_jaccard,d129,0.8181818181818182,1
sub-verse041,1,label_set_jaccard,d175,0.9473684210526315,1
sub-verse041,1,macro_label_dice,d129,0.9278630276101923,1
sub-verse041,1,macro_label_dice,d175,0.9199333684512015,1
sub-verse041,1,missing_label_count,d129,0.0,1
sub-verse041,1,missing_label_count,d175,0.0,1
sub-verse041,2,common_matched_assd_mm,d129,1.042123395917957,1
sub-verse041,2,common_matched_assd_mm,d175,2.5108839271842247,1
sub-verse041,2,common_matched_hd95_mm,d129,5.104118124924494,1
sub-verse041,2,common_matched_hd95_mm,d175,15.469388005068575,1
sub-verse041,2,complete_label_set_indicator,d129,0.0,1
sub-verse041,2,complete_label_set_indicator,d175,0.0,1
sub-verse041,2,foreground_dice,d129,0.947026,1
sub-verse041,2,foreground_dice,d175,0.945673,1
sub-verse041,2,identification_rate,d129,1.0,1
sub-verse041,2,identification_rate,d175,1.0,1
sub-verse041,2,label_set_jaccard,d129,0.8181818181818182,1
sub-verse041,2,label_set_jaccard,d175,0.782608695652174,1
sub-verse041,2,macro_label_dice,d129,0.8918546167501393,1
sub-verse041,2,macro_label_dice,d175,0.8820028413593466,1
sub-verse041,2,missing_label_count,d129,0.0,1
sub-verse041,2,missing_label_count,d175,0.0,1
sub-verse041,3,common_matched_assd_mm,d129,1.6614511665227552,1
sub-verse041,3,common_matched_assd_mm,d175,1.5742611165682312,1
sub-verse041,3,common_matched_hd95_mm,d129,6.7264363663002795,1
sub-verse041,3,common_matched_hd95_mm,d175,6.2299169432905845,1
sub-verse041,3,complete_label_set_indicator,d129,0.0,1
sub-verse041,3,complete_label_set_indicator,d175,0.0,1
sub-verse041,3,foreground_dice,d129,0.951035,1
sub-verse041,3,foreground_dice,d175,0.948218,1
sub-verse041,3,identification_rate,d129,0.888889,1
sub-verse041,3,identification_rate,d175,0.888889,1
sub-verse041,3,label_set_jaccard,d129,0.8571428571428571,1
sub-verse041,3,label_set_jaccard,d175,0.8571428571428571,1
sub-verse041,3,macro_label_dice,d129,0.8413221821570097,1
sub-verse041,3,macro_label_dice,d175,0.8533844478210413,1
sub-verse041,3,missing_label_count,d129,0.0,1
sub-verse041,3,missing_label_count,d175,0.0,1
sub-verse041,4,common_matched_assd_mm,d129,0.8901093211309922,1
sub-verse041,4,common_matched_assd_mm,d175,2.0114110702634798,1
sub-verse041,4,common_matched_hd95_mm,d129,4.2945713372323615,1
sub-verse041,4,common_matched_hd95_mm,d175,19.552933983066378,1
sub-verse041,4,complete_label_set_indicator,d129,0.0,1
sub-verse041,4,complete_label_set_indicator,d175,0.0,1
sub-verse041,4,foreground_dice,d129,0.950431,1
sub-verse041,4,foreground_dice,d175,0.948565,1
sub-verse041,4,identification_rate,d129,1.0,1
sub-verse041,4,identification_rate,d175,0.944444,1
sub-verse041,4,label_set_jaccard,d129,0.9473684210526315,1
sub-verse041,4,label_set_jaccard,d175,0.8181818181818182,1
sub-verse041,4,macro_label_dice,d129,0.9141855718608739,1
sub-verse041,4,macro_label_dice,d175,0.9254188242855889,1
sub-verse041,4,missing_label_count,d129,0.0,1
sub-verse041,4,missing_label_count,d175,0.0,1
sub-verse047,0,common_matched_assd_mm,d129,0.4096093668190916,1
sub-verse047,0,common_matched_assd_mm,d175,0.72831706651497,1
sub-verse047,0,common_matched_hd95_mm,d129,2.2626237348062723,1
sub-verse047,0,common_matched_hd95_mm,d175,4.63383890874234,1
sub-verse047,0,complete_label_set_indicator,d129,1.0,1
sub-verse047,0,complete_label_set_indicator,d175,1.0,1
sub-verse047,0,foreground_dice,d129,0.962465,1
sub-verse047,0,foreground_dice,d175,0.960699,1
sub-verse047,0,identification_rate,d129,1.0,1
sub-verse047,0,identification_rate,d175,1.0,1
sub-verse047,0,label_set_jaccard,d129,1.0,1
sub-verse047,0,label_set_jaccard,d175,1.0,1
sub-verse047,0,macro_label_dice,d129,0.9348795830270934,1
sub-verse047,0,macro_label_dice,d175,0.9008285501109031,1
sub-verse047,0,missing_label_count,d129,0.0,1
sub-verse047,0,missing_label_count,d175,0.0,1
sub-verse047,1,common_matched_assd_mm,d129,0.5616552232179837,1
sub-verse047,1,common_matched_assd_mm,d175,0.5394964433222659,1
sub-verse047,1,common_matched_hd95_mm,d129,2.2256198871896404,1
sub-verse047,1,common_matched_hd95_mm,d175,3.0033740454510647,1
sub-verse047,1,complete_label_set_indicator,d129,0.0,1
sub-verse047,1,complete_label_set_indicator,d175,1.0,1
sub-verse047,1,foreground_dice,d129,0.951725,1
sub-verse047,1,foreground_dice,d175,0.955097,1
sub-verse047,1,identification_rate,d129,1.0,1
sub-verse047,1,identification_rate,d175,1.0,1
sub-verse047,1,label_set_jaccard,d129,0.9444444444444444,1
sub-verse047,1,label_set_jaccard,d175,1.0,1
sub-verse047,1,macro_label_dice,d129,0.9125968222944671,1
sub-verse047,1,macro_label_dice,d175,0.9246432632333549,1
sub-verse047,1,missing_label_count,d129,0.0,1
sub-verse047,1,missing_label_count,d175,0.0,1
sub-verse047,2,common_matched_assd_mm,d129,0.6293649085394539,1
sub-verse047,2,common_matched_assd_mm,d175,1.0927214796317188,1
sub-verse047,2,common_matched_hd95_mm,d129,3.635111613156002,1
sub-verse047,2,common_matched_hd95_mm,d175,4.785613489753237,1
sub-verse047,2,complete_label_set_indicator,d129,1.0,1
sub-verse047,2,complete_label_set_indicator,d175,1.0,1
sub-verse047,2,foreground_dice,d129,0.953043,1
sub-verse047,2,foreground_dice,d175,0.953746,1
sub-verse047,2,identification_rate,d129,1.0,1
sub-verse047,2,identification_rate,d175,0.941176,1
sub-verse047,2,label_set_jaccard,d129,1.0,1
sub-verse047,2,label_set_jaccard,d175,1.0,1
sub-verse047,2,macro_label_dice,d129,0.8946378653049628,1
sub-verse047,2,macro_label_dice,d175,0.8374485541098932,1
sub-verse047,2,missing_label_count,d129,0.0,1
sub-verse047,2,missing_label_count,d175,0.0,1
sub-verse047,3,common_matched_assd_mm,d129,1.680097288484747,1
sub-verse047,3,common_matched_assd_mm,d175,0.8024720609547585,1
sub-verse047,3,common_matched_hd95_mm,d129,7.664808624740071,1
sub-verse047,3,common_matched_hd95_mm,d175,4.9853825397178335,1
sub-verse047,3,complete_label_set_indicator,d129,0.0,1
sub-verse047,3,complete_label_set_indicator,d175,0.0,1
sub-verse047,3,foreground_dice,d129,0.960446,1
sub-verse047,3,foreground_dice,d175,0.962536,1
sub-verse047,3,identification_rate,d129,0.941176,1
sub-verse047,3,identification_rate,d175,1.0,1
sub-verse047,3,label_set_jaccard,d129,0.9444444444444444,1
sub-verse047,3,label_set_jaccard,d175,0.9444444444444444,1
sub-verse047,3,macro_label_dice,d129,0.8211337133292536,1
sub-verse047,3,macro_label_dice,d175,0.9037537660086677,1
sub-verse047,3,missing_label_count,d129,0.0,1
sub-verse047,3,missing_label_count,d175,0.0,1
sub-verse047,4,common_matched_assd_mm,d129,0.2721419998224184,1
sub-verse047,4,common_matched_assd_mm,d175,0.7464828264713486,1
sub-verse047,4,common_matched_hd95_mm,d129,1.406674825693744,1
sub-verse047,4,common_matched_hd95_mm,d175,4.237253046197927,1
sub-verse047,4,complete_label_set_indicator,d129,0.0,1
sub-verse047,4,complete_label_set_indicator,d175,0.0,1
sub-verse047,4,foreground_dice,d129,0.958878,1
sub-verse047,4,foreground_dice,d175,0.957711,1
sub-verse047,4,identification_rate,d129,1.0,1
sub-verse047,4,identification_rate,d175,1.0,1
sub-verse047,4,label_set_jaccard,d129,0.9444444444444444,1
sub-verse047,4,label_set_jaccard,d175,0.9444444444444444,1
sub-verse047,4,macro_label_dice,d129,0.9406159807105545,1
