background,delta,simulation,mean_estimate,ci_low,ci_high,detected,subjects,folds,bootstrap_repetitions,seed
D175_minus_D129_foreground_dice,0.001,249,0.0023679162162162032,0.000695099999999982,0.0042919777702702545,True,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,250,-0.00026754864864865426,-0.003437804189189189,0.0023484127027027066,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,251,-0.000960040540540541,-0.0040225250000000025,0.0014961666216216204,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,252,-0.0003363864864864799,-0.0035599956081081062,0.002027880878378377,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,253,0.0006127351351351376,-0.002598808513513509,0.003307312500000001,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,254,-0.0014259378378378344,-0.00448669898648648,0.0011466545945945901,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,255,0.0008632000000000041,-0.0016817606081080997,0.0031752537162162133,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,256,0.003264464864864866,0.0012374599999999975,0.005550990945945955,True,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,257,0.0015107324324324318,-0.0007076222297297171,0.003787223513513498,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,258,0.0008045945945945962,-0.0018992950675675601,0.002981669527027027,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,259,0.0004645297297297321,-0.002246758851351353,0.0025129354729729846,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,260,0.0014738162162162088,-0.0011597550000000043,0.004398774391891885,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,261,0.003080770270270273,0.0011887508108108158,0.005411870405405405,True,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,262,0.0023907864864864898,0.0009200446621621729,0.004010213986486483,True,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,263,0.0011793540540540534,-0.0008103919594594501,0.0032317996621621624,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,264,-0.0006458459459459429,-0.0036227551351351345,0.0015038046621621668,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,265,0.0010246243243243298,-0.0020709179729729503,0.0038871750675675714,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,266,0.0011304351351351311,-0.0019260441891891884,0.004732011756756742,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,267,0.001346710810810811,0.00013874587837837455,0.0026867788513513266,True,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,268,0.002009105405405399,0.0010486104054054062,0.0030058142567567464,True,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,269,0.0010748297297297391,-0.0010462322297297205,0.0026280515540540563,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,270,0.0015526027027027115,-0.001268166216216205,0.0038641220945945906,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,271,-0.00017472432432432224,-0.0032963508108108082,0.0025163147972972946,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,272,-4.2954054054052754e-05,-0.0025595415540540433,0.0019461759459459432,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,273,0.0002755270270270346,-0.0028582874324324307,0.002662856283783791,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,274,0.0015688540540540526,-0.00016905891891891102,0.0034504846621621625,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,275,0.0007333783783783812,-0.0019632088513513502,0.003401664054054045,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,276,0.0020183027027027007,0.0006233265540540656,0.0032160232432432378,True,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,277,0.002728854054054051,0.0004081895270270249,0.005420929594594583,True,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,278,0.0006718567567567579,-0.0013046802702702638,0.002564644999999992,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,279,-2.7808108108111237e-05,-0.004329307500000017,0.004167932702702705,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,280,-0.0002670216216216321,-0.0028629726351351473,0.001953237364864856,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,281,0.0009069891891891848,-0.001722292567567572,0.003196366959459459,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,282,0.0031011135135135125,0.0007952102702702694,0.006483001756756755,True,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,283,0.001884002702702696,-0.0022176010135135185,0.00654757952702701,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,284,0.0013795702702702752,-0.0004335881756756731,0.0031935674324324293,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,285,0.0018359054054054055,4.587641891891426e-05,0.003811350405405404,True,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,286,0.00021281621621621502,-0.002779224594594586,0.002691759527027017,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,287,0.0019909324324324284,-0.0003913721621621702,0.004523680270270263,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,288,0.001637967567567573,1.2157432432456456e-06,0.0035346585135135095,True,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,289,0.001191929729729736,-0.0012876645945945856,0.0034967620945946082,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,290,0.0011146567567567552,-0.0018370009459459421,0.004069800540540537,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,291,0.001286267567567569,-0.00058341425675674,0.0031895360135135095,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,292,0.003570605405405398,0.0009682779729729715,0.007050424391891878,True,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,293,0.0007320459459459502,-0.0012979963513513432,0.0024497494594594655,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,294,0.0011290540540540514,-0.0008151593243243312,0.002828023918918908,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,295,0.0018486135135135063,-0.0011679010135135087,0.004705981959459451,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,296,-0.0011227702702702727,-0.004965780067567567,0.0020341047297297303,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,297,0.0013321783783783777,-0.0017803335810810796,0.004600778378378374,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,298,0.00183051891891892,-0.0011470926351351285,0.004795348783783775,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.001,299,0.0018543000000000036,-0.0011682295945945958,0.004853087364864858,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.003,0,0.0007139432432432421,-0.0019382524999999938,0.003035604864864858,False,37,5,2000,20260716
D175_minus_D129_foreground_dice,0.003,1,0.005218213513513519,0.003255778513513524,0.007974754797297293,True,37,5,2000,20260716
